

   species   clutch   trt   jar   hatch   age  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     1  
     Amac      202     S   204      0     2  
     Amac      202     S   204      0     2  
     Amac      202     S   204      0     2  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    17  
     Amac      202     S   204      1    20  
     Amac      203     A   205      0     1  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     2  
     Amac      203     A   205      0     3  
     Amac      203     A   205      0     4  
     Amac      203     A   205      0     4  
     Amac      203     A   205      0     4  
     Amac      203     A   205      0     4  
     Amac      203     A   205      0     5  
     Amac      203     A   205      0     5  
     Amac      203     A   205      0     5  
     Amac      203     A   205      0     5  
     Amac      203     A   205      0     5  
     Amac      203     A   205      0     6  
     Amac      203     A   205      0     6  
     Amac      203     A   205      0     7  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     1  
     Amac      203     S   206      0     2  
     Amac      203     S   206      0     2  
     Amac      203     S   206      0     2  
     Amac      203     S   206      0     2  
     Amac      203     S   206      0     2  
     Amac      203     S   206      0     2  
     Amac      203     S   206      0     2  
     Amac      203     S   206      1    16  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    18  
     Amac      203     S   206      1    21  
     Amac      203     S   206      1    22  
     Amac      203     S   206      1    23  
     Amac      204     A   207      0     1  
     Amac      204     A   207      0     1  
     Amac      204     A   207      0     2  
     Amac      204     A   207      0     2  
     Amac      204     A   207      0     2  
     Amac      204     A   207      0     2  
     Amac      204     A   207      0     2  
     Amac      204     A   207      0     5  
     Amac      204     A   207      0     6  
     Amac      204     A   207      0     6  
     Amac      204     A   207      0     7  
     Amac      204     A   207      0     7  
     Amac      204     A   207      0     8  
     Amac      204     A   207      0     9  
     Amac      204     A   207      0    10  
     Amac      204     A   207      0    10  
     Amac      204     A   207      0    10  
     Amac      204     A   207      1    13  
     Amac      204     A   207      1    13  
     Amac      204     A   207      0    15  
     Amac      204     A   207      1    15  
     Amac      204     A   207      1    16  
     Amac      204     A   207      1    16  
     Amac      204     A   207      1    17  
     Amac      204     A   207      1    17  
     Amac      204     A   207      1    17  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     1  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     2  
     Amac      204     S   208      0     7  
     Amac      204     S   208      1    17  
     Amac      205     A   209      0     1  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     2  
     Amac      205     A   209      0     5  
     Amac      205     A   209      0     6  
     Amac      205     A   209      0     6  
     Amac      205     A   209      0     6  
     Amac      205     A   209      0     6  
     Amac      205     A   209      0     6  
     Amac      205     A   209      0     7  
     Amac      205     A   209      0     7  
     Amac      205     A   209      0     8  
     Amac      205     A   209      0     8  
     Amac      205     A   209      0     8  
     Amac      205     A   209      0     8  
     Amac      205     A   209      0     8  
     Amac      205     A   209      0     9  
     Amac      205     A   209      0    10  
     Amac      205     A   209      1    16  
     Amac      205     A   209      1    16  
     Amac      205     S   210      0     1  
     Amac      205     S   210      0     1  
     Amac      205     S   210      0     1  
     Amac      205     S   210      0     1  
     Amac      205     S   210      0     1  
     Amac      205     S   210      0     1  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      0     2  
     Amac      205     S   210      1    18  
     Amac      205     S   210      1    18  
     Amac      205     S   210      1    18  
     Amac      205     S   210      1    18  
     Amac      205     S   210      1    18  
     Amac      205     S   210      1    18  
     Amac      205     S   210      1    18  
     Amac      206     A   211      0     1  
     Amac      206     A   211      0     1  
     Amac      206     A   211      0     1  
     Amac      206     A   211      0     2  
     Amac      206     A   211      0     2  
     Amac      206     A   211      0     2  
     Amac      206     A   211      0     2  
     Amac      206     A   211      0     6  
     Amac      206     A   211      0     6  
     Amac      206     A   211      0     6  
     Amac      206     A   211      0     8  
     Amac      206     A   211      0     8  
     Amac      206     A   211      0     8  
     Amac      206     A   211      0    10  
     Amac      206     A   211      0    10  
     Amac      206     A   211      0    13  
     Amac      206     A   211      0    14  
     Amac      206     A   211      0    15  
     Amac      206     A   211      1    17  
     Amac      206     A   211      1    23  
     Amac      206     S   212      0     1  
     Amac      206     S   212      0     1  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     2  
     Amac      206     S   212      0     6  
     Amac      206     S   212      0     6  
     Amac      206     S   212      0     7  
     Amac      206     S   212      0     8  
     Amac      206     S   212      0     8  
     Amac      206     S   212      0     8  
     Amac      206     S   212      0     8  
     Amac      206     S   212      0     8  
     Amac      206     S   212      0     8  
     Amac      206     S   212      1    17  
     Amac      206     S   212      1    19  
     Amac      206     S   212      1    19  
     Amac      206     S   212      1    23  
     Amac      206     S   212      1    24  
     Amac      207     A   213      0     1  
     Amac      207     A   213      0     1  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     2  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     A   213      0     4  
     Amac      207     S   214      0     1  
     Amac      207     S   214      0     1  
     Amac      207     S   214      0     1  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     2  
     Amac      207     S   214      0     8  
     Amac      207     S   214      0     9  
     Amac      207     S   214      0     9  
     Amac      207     S   214      0    11  
     Amac      207     S   214      1    14  
     Amac      207     S   214      1    16  
     Amac      207     S   214      1    16  
     Amac      207     S   214      1    16  
     Amac      207     S   214      1    19  
     Amac      207     S   214      1    19  
     Amac      207     S   214      1    23  
     Amac      208     A   215      1     6  
     Amac      208     A   215      1     6  
     Amac      208     A   215      1    14  
     Amac      208     A   215      1    15  
     Amac      208     A   215      1    15  
     Amac      208     A   215      1    15  
     Amac      208     A   215      1    15  
     Amac      208     A   215      1    15  
     Amac      208     A   215      1    15  
     Amac      208     A   215      0    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    16  
     Amac      208     A   215      1    17  
     Amac      208     A   215      1    17  
     Amac      208     A   215      1    18  
     Amac      208     A   215      1    19  
     Amac      208     A   215      1    20  
     Amac      208     S   216      1    11  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    14  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    15  
     Amac      208     S   216      1    16  
     Amac      208     S   216      1    16  
     Amac      208     S   216      1    18  
     Amac      208     S   216      1    18  
     Amac      208     M   217      0     1  
     Amac      208     M   217      0     1  
     Amac      208     M   217      0     4  
     Amac      208     M   217      1    16  
     Amac      208     M   217      1    17  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    18  
     Amac      208     M   217      1    21  
     Amac      208     L   218      0     1  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    17  
     Amac      208     L   218      1    18  
     Amac      208     L   218      1    19  
     Amac      208     L   218      1    19  
     Amac      208     L   218      1    19  
     Amac      208     L   218      1    20  
     Amac      208     L   218      1    20  
     Amac      208     L   218      1    21  
     Amac      208     L   218      0    25  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     1  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0     4  
     Amac      209     A   219      0    10  
     Amac      209     A   219      0    10  
     Amac      209     A   219      0    10  
     Amac      209     A   219      0    10  
     Amac      209     A   219      0    10  
     Amac      209     A   219      0    10  
     Amac      209     A   219      0    10  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     1  
     Amac      209     S   220      0     2  
     Amac      209     S   220      0     2  
     Amac      209     S   220      0     2  
     Amac      209     S   220      0     2  
     Amac      209     S   220      0     3  
     Amac      209     S   220      0    11  
     Amac      209     S   220      0    11  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     1  
     Amac      209     M   221      0     4  
     Amac      209     M   221      0     4  
     Amac      209     M   221      0     9  
     Amac      209     M   221      0     9  
     Amac      209     M   221      0     9  
     Amac      209     M   221      0     9  
     Amac      209     M   221      1    12  
     Amac      209     M   221      1    17  
     Amac      209     M   221      1    17  
     Amac      209     M   221      1    18  
     Amac      209     M   221      1    18  
     Amac      209     M   221      1    18  
     Amac      209     M   221      1    18  
     Amac      209     M   221      1    18  
     Amac      209     M   221      1    18  
     Amac      209     M   221      1    18  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     1  
     Amac      209     L   222      0     4  
     Amac      209     L   222      0     4  
     Amac      209     L   222      0     4  
     Amac      209     L   222      0     9  
     Amac      209     L   222      0    10  
     Amac      209     L   222      0    10  
     Amac      209     L   222      0    20  
     Amac      209     L   222      1    20  
     Amac      209     L   222      1    21  
     Amac      209     L   222      1    21  
     Amac      209     L   222      1    25  
     Amac      209     L   222      1    25  
     Amac      209     L   222      1    25  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     4  
     Amac      210     A   223      0     6  
     Amac      210     A   223      0     6  
     Amac      210     A   223      0     6  
     Amac      210     A   223      0     7  
     Amac      210     A   223      0     9  
     Amac      210     A   223      0     9  
     Amac      210     A   223      0    10  
     Amac      210     A   223      0    11  
     Amac      210     A   223      0    13  
     Amac      210     A   223      0    16  
     Amac      210     A   223      0    16  
     Amac      210     A   223      1    18  
     Amac      210     A   223      1    18  
     Amac      210     A   223      0    23  
     Amac      210     S   224      0     1  
     Amac      210     S   224      0     1  
     Amac      210     S   224      0     1  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     4  
     Amac      210     S   224      0     7  
     Amac      210     S   224      0    16  
     Amac      210     S   224      1    16  
     Amac      210     S   224      1    16  
     Amac      210     S   224      1    17  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    19  
     Amac      210     S   224      1    20  
     Amac      210     S   224      1    20  
     Amac      210     S   224      1    20  
     Amac      210     S   224      1    20  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     4  
     Amac      210     M   225      0     9  
     Amac      210     M   225      0     9  
     Amac      210     M   225      0    19  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    20  
     Amac      210     M   225      1    21  
     Amac      210     M   225      1    21  
     Amac      210     M   225      1    21  
     Amac      210     M   225      1    21  
     Amac      210     M   225      1    21  
     Amac      210     L   226      0     1  
     Amac      210     L   226      0     1  
     Amac      210     L   226      0     1  
     Amac      210     L   226      0     1  
     Amac      210     L   226      0     1  
     Amac      210     L   226      0     4  
     Amac      210     L   226      0     4  
     Amac      210     L   226      0     4  
     Amac      210     L   226      0     4  
     Amac      210     L   226      0     4  
     Amac      210     L   226      0    13  
     Amac      210     L   226      1    21  
     Amac      210     L   226      0    21  
     Amac      210     L   226      1    27  
     Amac      210     L   226      1    27  
     Amac      210     L   226      1    27  
     Amac      210     L   226      1    27  
     Amac      210     L   226      1    27  
     Amac      210     L   226      1    27  
     Amac      210     L   226      1    28  
     Amac      210     L   226      1    29  
     Amac      210     L   226      1    29  
     Amac      210     L   226      1    30  
     Amac      210     L   226      1    30  
     Amac      210     L   226      1    30  
     Amac      211     A   227      0     1  
     Amac      211     A   227      0     1  
     Amac      211     A   227      0     1  
     Amac      211     A   227      0     1  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     2  
     Amac      211     A   227      0     3  
     Amac      211     A   227      0     3  
     Amac      211     A   227      0     3  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     4  
     Amac      211     S   228      0     7  
     Amac      211     S   228      0     7  
     Amac      211     S   228      0     7  
     Amac      211     S   228      0     7  
     Amac      211     S   228      0     8  
     Amac      211     S   228      0     8  
     Amac      211     S   228      0    14  
     Amac      211     S   228      1    19  
     Amac      211     S   228      1    19  
     Amac      211     S   228      1    19  
     Amac      211     S   228      1    19  
     Amac      211     S   228      1    19  
     Amac      211     S   228      1    19  
     Amac      211     S   228      1    20  
     Amac      211     M   229      0     1  
     Amac      211     M   229      0     1  
     Amac      211     M   229      0     1  
     Amac      211     M   229      0     3  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      0     4  
     Amac      211     M   229      1    18  
     Amac      211     M   229      1    18  
     Amac      211     M   229      1    18  
     Amac      211     M   229      1    19  
     Amac      211     M   229      0    19  
     Amac      211     M   229      1    24  
     Amac      211     L   230      0     1  
     Amac      211     L   230      0     1  
     Amac      211     L   230      0     1  
     Amac      211     L   230      0     1  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     4  
     Amac      211     L   230      0     9  
     Amac      211     L   230      0     9  
     Amac      211     L   230      0    11  
     Amac      211     L   230      0    11  
     Amac      211     L   230      0    11  
     Amac      211     L   230      0    12  
     Amac      211     L   230      0    13  
     Amac      211     L   230      1    22  
     Amac      211     L   230      1    24  
     Amac      212     A   231      0     1  
     Amac      212     A   231      0     1  
     Amac      212     A   231      0     1  
     Amac      212     A   231      0     1  
     Amac      212     A   231      0     2  
     Amac      212     A   231      0     4  
     Amac      212     A   231      0     4  
     Amac      212     A   231      0     4  
     Amac      212     A   231      1    15  
     Amac      212     A   231      1    15  
     Amac      212     A   231      1    16  
     Amac      212     A   231      1    16  
     Amac      212     A   231      1    16  
     Amac      212     A   231      1    17  
     Amac      212     A   231      1    17  
     Amac      212     A   231      1    17  
     Amac      212     A   231      1    17  
     Amac      212     A   231      1    19  
     Amac      212     A   231      1    19  
     Amac      212     A   231      1    19  
     Amac      212     A   231      0    19  
     Amac      212     A   231      1    20  
     Amac      212     A   231      1    20  
     Amac      212     A   231      1    20  
     Amac      212     A   231      1    23  
     Amac      212     S   232      0     1  
     Amac      212     S   232      0     1  
     Amac      212     S   232      0     2  
     Amac      212     S   232      0     2  
     Amac      212     S   232      0     4  
     Amac      212     S   232      1    15  
     Amac      212     S   232      1    16  
     Amac      212     S   232      1    16  
     Amac      212     S   232      1    16  
     Amac      212     S   232      1    16  
     Amac      212     S   232      0    16  
     Amac      212     S   232      1    17  
     Amac      212     S   232      1    17  
     Amac      212     S   232      1    17  
     Amac      212     S   232      1    17  
     Amac      212     S   232      1    17  
     Amac      212     S   232      1    17  
     Amac      212     S   232      1    18  
     Amac      212     S   232      1    18  
     Amac      212     S   232      1    18  
     Amac      212     S   232      1    18  
     Amac      212     S   232      1    18  
     Amac      212     S   232      1    19  
     Amac      212     S   232      1    20  
     Amac      212     S   232      1    20  
     Amac      212     M   233      0     1  
     Amac      212     M   233      0     1  
     Amac      212     M   233      0     1  
     Amac      212     M   233      0     2  
     Amac      212     M   233      0     2  
     Amac      212     M   233      1    17  
     Amac      212     M   233      1    17  
     Amac      212     M   233      1    18  
     Amac      212     M   233      1    19  
     Amac      212     M   233      1    19  
     Amac      212     M   233      1    19  
     Amac      212     M   233      1    20  
     Amac      212     M   233      1    20  
     Amac      212     M   233      1    20  
     Amac      212     M   233      1    21  
     Amac      212     M   233      1    22  
     Amac      212     M   233      1    22  
     Amac      212     M   233      1    23  
     Amac      212     M   233      1    23  
     Amac      212     M   233      1    24  
     Amac      212     M   233      1    24  
     Amac      212     M   233      1    24  
     Amac      212     M   233      1    24  
     Amac      212     M   233      1    25  
     Amac      212     M   233      1    25  
     Amac      212     L   234      0     1  
     Amac      212     L   234      0     1  
     Amac      212     L   234      0     1  
     Amac      212     L   234      0     1  
     Amac      212     L   234      0     4  
     Amac      212     L   234      0    10  
     Amac      212     L   234      1    19  
     Amac      212     L   234      1    19  
     Amac      212     L   234      1    19  
     Amac      212     L   234      1    19  
     Amac      212     L   234      1    19  
     Amac      212     L   234      1    19  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      1    20  
     Amac      212     L   234      0    20  
