            school  class     SC    TV   PTHK    y
             407    407103     0     1     2     2
             407    407103     0     1     1     1
             407    407103     0     1     1     2
             407    407103     0     1     3     3
             407    407103     0     1     3     0
             407    407103     0     1     5     5
             407    407103     0     1     2     2
             407    407103     0     1     1     0
             407    407103     0     1     2     1
             407    407103     0     1     1     4
             407    407103     0     1     4     2
             407    407103     0     1     4     2
             407    407103     0     1     2     4
             407    407103     0     1     3     3
             408    408101     1     0     2     1
             408    408101     1     0     2     1
             408    408101     1     0     1     1
             408    408102     1     0     0     0
             408    408102     1     0     1     0
             408    408103     1     0     3     3
             408    408103     1     0     1     1
             408    408103     1     0     5     5
             408    408103     1     0     4     6
             408    408103     1     0     4     4
             408    408103     1     0     2     3
             408    408103     1     0     4     4
             408    408103     1     0     2     6
             408    408103     1     0     2     2
             408    408103     1     0     5     4
             408    408103     1     0     2     4
             408    408103     1     0     2     3
             408    408103     1     0     1     2
             408    408103     1     0     5     5
             408    408103     1     0     4     6
             408    408104     1     0     3     3
             408    408104     1     0     1     3
             408    408104     1     0     0     2
             408    408104     1     0     0     3
             408    408104     1     0     4     6
             408    408104     1     0     2     2
             408    408104     1     0     4     2
             409    409101     0     0     1     2
             409    409101     0     0     1     2
             409    409101     0     0     4     4
             409    409101     0     0     4     4
             409    409101     0     0     1     3
             409    409101     0     0     1     2
             409    409101     0     0     3     1
             409    409101     0     0     1     1
             409    409101     0     0     3     4
             409    409101     0     0     2     2
             409    409101     0     0     4     4
             409    409101     0     0     1     1
             409    409101     0     0     2     1
             409    409101     0     0     4     3
             409    409101     0     0     2     1
             409    409101     0     0     2     1
             409    409101     0     0     1     2
             409    409101     0     0     2     3
             409    409101     0     0     0     4
             409    409101     0     0     2     4
             409    409101     0     0     1     5
             409    409101     0     0     0     1
             409    409101     0     0     3     3
             409    409101     0     0     2     3
             409    409102     0     0     2     1
             409    409102     0     0     4     3
             409    409102     0     0     2     4
             409    409102     0     0     1     1
             409    409102     0     0     2     1
             409    409102     0     0     3     2
             409    409102     0     0     1     2
             409    409102     0     0     3     2
             409    409102     0     0     1     3
             409    409102     0     0     0     1
             409    409102     0     0     4     3
             409    409102     0     0     2     3
             409    409102     0     0     5     3
             409    409102     0     0     3     4
             409    409102     0     0     4     1
             409    409102     0     0     2     4
             409    409102     0     0     3     1
             409    409102     0     0     1     3
             409    409102     0     0     2     1
             409    409102     0     0     2     5
             409    409102     0     0     0     2
             409    409102     0     0     1     3
             409    409103     0     0     3     3
             409    409103     0     0     2     3
             409    409103     0     0     2     1
             409    409103     0     0     2     3
             409    409103     0     0     0     3
             409    409103     0     0     2     1
             409    409103     0     0     1     2
             409    409103     0     0     2     1
             409    409103     0     0     1     2
             409    409103     0     0     2     2
             409    409103     0     0     1     0
             409    409103     0     0     3     2
             409    409103     0     0     1     0
             409    409103     0     0     3     2
             409    409103     0     0     1     0
             409    409104     0     0     3     5
             409    409104     0     0     3     2
             409    409104     0     0     1     1
             409    409104     0     0     5     6
             409    409104     0     0     2     2
             409    409104     0     0     2     4
             409    409104     0     0     2     3
             409    409104     0     0     2     2
             409    409104     0     0     3     2
             409    409104     0     0     4     3
             409    409104     0     0     2     3
             409    409104     0     0     2     2
             409    409104     0     0     3     4
             409    409104     0     0     3     5
             409    409104     0     0     3     3
             409    409104     0     0     2     4
             409    409104     0     0     3     4
             409    409104     0     0     3     1
             409    409104     0     0     3     4
             410    410101     1     1     3     1
             410    410101     1     1     2     1
             410    410101     1     1     0     1
             410    410101     1     1     0     1
             410    410101     1     1     4     4
             410    410101     1     1     1     2
             410    410101     1     1     1     3
             410    410102     1     1     1     3
             410    410102     1     1     1     3
             410    410102     1     1     2     1
             410    410102     1     1     4     0
             410    410102     1     1     1     3
             410    410102     1     1     0     2
             410    410102     1     1     2     5
             410    410102     1     1     2     2
             410    410102     1     1     2     3
             410    410102     1     1     3     3
             410    410102     1     1     1     2
             410    410102     1     1     2     2
             410    410103     1     1     2     4
             410    410103     1     1     2     2
             410    410103     1     1     1     1
             410    410103     1     1     3     3
             410    410103     1     1     2     3
             410    410103     1     1     1     1
             410    410103     1     1     1     4
             410    410103     1     1     5     1
             410    410104     1     1     4     1
             410    410104     1     1     1     2
             410    410104     1     1     1     2
             410    410104     1     1     0     1
             410    410104     1     1     3     1
             410    410104     1     1     0     2
             411    411101     0     1     3     3
             411    411101     0     1     1     2
             411    411101     0     1     3     3
             411    411101     0     1     4     3
             411    411101     0     1     2     3
             411    411101     0     1     2     5
             411    411101     0     1     3     4
             411    411101     0     1     6     5
             411    411101     0     1     4     2
             411    411101     0     1     1     4
             411    411101     0     1     3     3
             411    411102     0     1     5     5
             411    411102     0     1     3     4
             411    411102     0     1     4     4
             411    411102     0     1     3     3
             411    411102     0     1     4     4
             411    411102     0     1     4     2
             411    411102     0     1     0     0
             412    412101     1     0     1     3
             412    412101     1     0     3     5
             412    412101     1     0     1     5
             412    412101     1     0     2     3
             412    412101     1     0     1     4
             412    412101     1     0     1     2
             412    412101     1     0     2     0
             412    412102     1     0     1     1
             412    412102     1     0     2     3
             412    412102     1     0     4     4
             412    412102     1     0     2     1
             412    412102     1     0     1     1
             412    412102     1     0     2     3
             412    412102     1     0     3     4
             412    412102     1     0     1     4
             412    412103     1     0     3     1
             412    412103     1     0     3     3
             412    412103     1     0     1     2
             412    412104     1     0     2     3
             412    412104     1     0     0     2
             412    412104     1     0     1     5
             412    412104     1     0     1     3
             412    412104     1     0     0     3
             412    412105     1     0     1     3
             412    412105     1     0     0     1
             412    412105     1     0     4     2
             412    412105     1     0     3     4
             412    412105     1     0     2     2
             412    412105     1     0     1     0
             412    412105     1     0     0     2
             412    412105     1     0     1     3
             412    412106     1     0     3     3
             412    412106     1     0     1     4
             412    412106     1     0     0     3
             414    414101     1     0     1     3
             414    414101     1     0     1     2
             414    414101     1     0     2     2
             414    414101     1     0     3     4
             414    414101     1     0     2     6
             414    414101     1     0     1     1
             414    414101     1     0     0     3
             414    414101     1     0     3     2
             414    414102     1     0     3     2
             414    414102     1     0     0     3
             414    414102     1     0     4     3
             414    414102     1     0     0     3
             414    414102     1     0     4     5
             414    414102     1     0     0     4
             414    414102     1     0     1     2
             414    414102     1     0     1     4
             414    414102     1     0     2     2
             414    414104     1     0     2     4
             414    414104     1     0     2     1
             414    414104     1     0     1     2
             414    414104     1     0     0     4
             414    414104     1     0     3     2
             414    414104     1     0     1     5
             414    414104     1     0     2     2
             414    414104     1     0     1     2
             414    414105     1     0     3     6
             414    414105     1     0     4     2
             414    414106     1     0     1     3
             414    414106     1     0     2     3
             414    414106     1     0     2     1
             414    414106     1     0     2     5
             414    414106     1     0     2     3
             414    414106     1     0     2     3
             414    414106     1     0     0     2
             414    414106     1     0     2     5
             414    414106     1     0     3     2
             414    414106     1     0     3     5
             414    414106     1     0     2     3
             415    415101     1     1     4     5
             415    415101     1     1     4     5
             415    415101     1     1     5     2
             415    415101     1     1     2     3
             415    415101     1     1     0     2
             415    415101     1     1     2     3
             415    415101     1     1     2     4
             415    415101     1     1     3     6
             415    415101     1     1     1     5
             415    415102     1     1     2     3
             415    415102     1     1     2     4
             415    415102     1     1     1     4
             415    415102     1     1     1     4
             415    415102     1     1     1     2
             415    415102     1     1     1     4
             415    415102     1     1     1     3
             415    415102     1     1     6     5
             415    415102     1     1     1     4
             415    415102     1     1     2     1
             415    415102     1     1     4     4
             415    415102     1     1     2     3
             415    415102     1     1     0     4
             415    415102     1     1     5     4
             415    415102     1     1     3     3
             415    415102     1     1     1     1
             415    415102     1     1     1     4
             415    415102     1     1     1     2
             415    415102     1     1     1     4
             415    415102     1     1     1     3
             415    415102     1     1     0     2
             415    415103     1     1     1     3
             415    415103     1     1     2     4
             415    415103     1     1     3     5
             415    415103     1     1     4     5
             415    415103     1     1     1     2
             415    415103     1     1     2     5
             415    415103     1     1     3     5
             415    415103     1     1     3     1
             415    415103     1     1     3     3
             415    415103     1     1     3     3
             415    415103     1     1     6     4
             415    415103     1     1     1     4
             415    415103     1     1     3     3
             415    415104     1     1     2     2
             415    415104     1     1     0     3
             415    415104     1     1     2     3
             415    415104     1     1     3     4
             415    415104     1     1     3     5
             415    415104     1     1     1     2
             415    415104     1     1     3     3
             415    415104     1     1     2     4
             415    415104     1     1     4     3
             415    415104     1     1     3     3
             415    415104     1     1     1     1
             415    415104     1     1     0     2
             415    415105     1     1     2     5
             415    415105     1     1     4     3
             415    415105     1     1     3     5
             415    415105     1     1     2     5
             415    415105     1     1     1     4
             415    415105     1     1     1     2
             415    415105     1     1     3     3
             415    415105     1     1     2     0
             415    415105     1     1     0     2
             415    415105     1     1     2     4
             415    415105     1     1     5     4
             415    415105     1     1     3     1
             505    505101     1     1     2     0
             505    505101     1     1     2     2
             505    505101     1     1     1     1
             505    505101     1     1     2     1
             505    505101     1     1     5     1
             505    505101     1     1     3     2
             505    505101     1     1     3     2
             505    505101     1     1     2     4
             505    505101     1     1     0     3
             505    505101     1     1     1     1
             505    505101     1     1     1     2
             505    505101     1     1     1     2
             505    505101     1     1     3     3
             505    505101     1     1     4     4
             505    505102     1     1     1     5
             505    505102     1     1     2     2
             505    505102     1     1     2     3
             505    505102     1     1     2     1
             505    505102     1     1     1     3
             505    505102     1     1     2     3
             505    505102     1     1     2     3
             505    505102     1     1     0     3
             505    505102     1     1     3     6
             505    505103     1     1     2     4
             505    505103     1     1     2     1
             505    505103     1     1     1     4
             505    505103     1     1     2     3
             505    505103     1     1     1     4
             505    505103     1     1     3     2
             505    505104     1     1     2     2
             505    505104     1     1     2     3
             505    505104     1     1     2     2
             505    505104     1     1     3     4
             505    505104     1     1     0     2
             505    505104     1     1     1     2
             505    505104     1     1     3     4
             505    505104     1     1     0     0
             505    505104     1     1     1     0
             505    505104     1     1     2     4
             505    505104     1     1     1     2
             505    505105     1     1     1     2
             505    505105     1     1     4     3
             505    505105     1     1     0     2
             505    505105     1     1     3     3
             505    505105     1     1     2     3
             505    505105     1     1     2     1
             505    505105     1     1     2     3
             505    505105     1     1     2     4
             505    505105     1     1     0     1
             505    505105     1     1     1     4
             505    505106     1     1     3     2
             505    505106     1     1     2     3
             505    505106     1     1     2     5
             505    505106     1     1     1     2
             505    505106     1     1     1     3
             505    505106     1     1     0     3
             505    505106     1     1     4     3
             505    505106     1     1     2     5
             505    505106     1     1     6     2
             505    505106     1     1     1     3
             505    505106     1     1     1     3
             505    505106     1     1     2     3
             505    505107     1     1     2     4
             505    505107     1     1     3     1
             505    505107     1     1     1     0
             505    505107     1     1     2     3
             505    505107     1     1     2     2
             505    505107     1     1     0     3
             505    505107     1     1     3     2
             505    505107     1     1     0     1
             505    505107     1     1     2     1
             505    505107     1     1     4     1
             505    505107     1     1     4     5
             506    506102     0     1     2     4
             506    506102     0     1     2     2
             506    506102     0     1     6     4
             506    506102     0     1     2     5
             506    506102     0     1     3     3
             506    506102     0     1     3     6
             506    506103     0     1     0     2
             506    506103     0     1     3     4
             506    506103     0     1     2     1
             506    506103     0     1     0     4
             506    506103     0     1     1     1
             506    506103     0     1     1     0
             506    506105     0     1     1     3
             506    506105     0     1     1     4
             506    506105     0     1     3     2
             506    506105     0     1     2     3
             506    506105     0     1     1     1
             506    506105     0     1     3     1
             506    506105     0     1     2     0
             506    506105     0     1     0     2
             506    506105     0     1     1     2
             506    506105     0     1     1     0
             506    506105     0     1     3     3
             506    506105     0     1     3     2
             506    506105     0     1     2     4
             506    506105     0     1     1     3
             506    506107     0     1     1     1
             506    506107     0     1     0     1
             506    506107     0     1     1     2
             506    506107     0     1     1     2
             506    506107     0     1     3     2
             506    506107     0     1     3     1
             506    506107     0     1     0     2
             506    506107     0     1     2     2
             506    506107     0     1     2     1
             506    506107     0     1     4     3
             506    506110     0     1     4     2
             506    506110     0     1     1     2
             506    506110     0     1     1     1
             506    506110     0     1     3     2
             506    506110     0     1     1     2
             506    506110     0     1     1     3
             506    506110     0     1     0     0
             506    506110     0     1     2     2
             506    506110     0     1     0     2
             506    506110     0     1     1     4
             506    506110     0     1     1     2
             506    506110     0     1     1     1
             506    506110     0     1     2     2
             506    506110     0     1     2     1
             506    506111     0     1     4     1
             506    506111     0     1     3     1
             506    506112     0     1     2     0
             506    506112     0     1     0     1
             506    506112     0     1     1     2
             506    506113     0     1     0     3
             506    506113     0     1     1     2
             506    506114     0     1     2     3
             506    506114     0     1     2     0
             506    506114     0     1     1     3
             506    506114     0     1     0     1
             506    506115     0     1     0     0
             506    506115     0     1     2     1
             506    506115     0     1     4     1
             506    506116     0     1     2     2
             506    506116     0     1     2     1
             506    506116     0     1     3     0
             506    506116     0     1     2     2
             506    506116     0     1     0     4
             506    506116     0     1     4     1
             507    507101     0     1     1     5
             507    507101     0     1     2     2
             507    507101     0     1     1     1
             507    507101     0     1     3     4
             507    507101     0     1     1     1
             507    507101     0     1     2     2
             507    507101     0     1     0     1
             507    507101     0     1     1     4
             507    507101     0     1     0     3
             507    507101     0     1     2     4
             507    507102     0     1     1     1
             507    507102     0     1     2     2
             507    507102     0     1     1     1
             507    507102     0     1     1     4
             507    507102     0     1     2     3
             507    507102     0     1     4     3
             507    507102     0     1     1     4
             507    507102     0     1     0     1
             507    507102     0     1     2     3
             507    507102     0     1     1     3
             507    507102     0     1     1     2
             507    507102     0     1     1     1
             507    507102     0     1     1     5
             507    507102     0     1     1     1
             507    507103     0     1     1     5
             507    507103     0     1     1     0
             507    507103     0     1     3     2
             507    507103     0     1     0     5
             507    507103     0     1     3     2
             507    507103     0     1     2     1
             507    507103     0     1     0     0
             507    507103     0     1     1     2
             507    507103     0     1     3     3
             507    507103     0     1     2     3
             507    507103     0     1     4     2
             507    507104     0     1     2     3
             507    507104     0     1     1     1
             507    507104     0     1     1     3
             507    507104     0     1     0     1
             507    507104     0     1     3     3
             507    507104     0     1     0     1
             507    507105     0     1     0     1
             507    507105     0     1     2     5
             507    507105     0     1     2     1
