 person survey y
    129      1 1
    129      2 1
    130      1 1
    130      2 1
    131      1 1
    131      2 1
    132      1 1
    132      2 1
    133      1 1
    133      2 1
    134      1 1
    134      2 1
    135      1 1
    135      2 1
    136      1 1
    136      2 1
    137      1 1
    137      2 1
    138      1 1
    138      2 1
    139      1 1
    139      2 1
    140      1 1
    140      2 1
    141      1 1
    141      2 1
    142      1 1
    142      2 1
    143      1 1
    143      2 1
    144      1 1
    144      2 1
    145      1 1
    145      2 1
    146      1 1
    146      2 1
    147      1 1
    147      2 1
    148      1 1
    148      2 1
    149      1 1
    149      2 1
    150      1 1
    150      2 1
    151      1 1
    151      2 1
    152      1 1
    152      2 1
    153      1 1
    153      2 1
    154      1 1
    154      2 1
    155      1 1
    155      2 1
    156      1 1
    156      2 1
    157      1 1
    157      2 1
    158      1 1
    158      2 1
    159      1 1
    159      2 1
    160      1 1
    160      2 1
    161      1 1
    161      2 1
    162      1 1
    162      2 1
    163      1 1
    163      2 1
    164      1 1
    164      2 1
    165      1 1
    165      2 1
    166      1 1
    166      2 1
    167      1 1
    167      2 1
    168      1 1
    168      2 1
    169      1 1
    169      2 1
    170      1 1
    170      2 1
    171      1 1
    171      2 1
    172      1 1
    172      2 1
    173      1 1
    173      2 1
    174      1 1
    174      2 1
    175      1 1
    175      2 1
    176      1 1
    176      2 1
    177      1 1
    177      2 1
    178      1 1
    178      2 1
    179      1 1
    179      2 1
    180      1 1
    180      2 1
    181      1 1
    181      2 1
    182      1 1
    182      2 1
    183      1 1
    183      2 1
    184      1 1
    184      2 1
    185      1 1
    185      2 1
    186      1 1
    186      2 1
    187      1 1
    187      2 1
    188      1 1
    188      2 1
    189      1 1
    189      2 1
    190      1 1
    190      2 1
    191      1 1
    191      2 1
    192      1 1
    192      2 1
    193      1 1
    193      2 1
    194      1 1
    194      2 1
    195      1 1
    195      2 1
    196      1 1
    196      2 1
    197      1 1
    197      2 1
    198      1 1
    198      2 1
    199      1 1
    199      2 1
    200      1 1
    200      2 1
    201      1 1
    201      2 1
    202      1 1
    202      2 1
    203      1 1
    203      2 1
    204      1 1
    204      2 1
    205      1 1
    205      2 1
    206      1 1
    206      2 1
    207      1 1
    207      2 1
    208      1 1
    208      2 1
    209      1 1
    209      2 1
    210      1 1
    210      2 1
    211      1 1
    211      2 1
    212      1 1
    212      2 1
    213      1 1
    213      2 1
    214      1 1
    214      2 1
    215      1 1
    215      2 1
    216      1 1
    216      2 1
    217      1 1
    217      2 1
    218      1 1
    218      2 1
    219      1 1
    219      2 1
    220      1 1
    220      2 1
    221      1 1
    221      2 1
    222      1 1
    222      2 1
    223      1 1
    223      2 1
    224      1 1
    224      2 1
    225      1 1
    225      2 1
    226      1 1
    226      2 1
    227      1 1
    227      2 1
    228      1 1
    228      2 1
    229      1 1
    229      2 1
    230      1 1
    230      2 1
    231      1 1
    231      2 1
    232      1 1
    232      2 1
    233      1 1
    233      2 1
    234      1 1
    234      2 1
    235      1 1
    235      2 1
    236      1 1
    236      2 1
    237      1 1
    237      2 1
    238      1 1
    238      2 1
    239      1 1
    239      2 1
    240      1 1
    240      2 1
    241      1 1
    241      2 1
    242      1 1
    242      2 1
    243      1 1
    243      2 1
    244      1 1
    244      2 1
    245      1 1
    245      2 1
    246      1 1
    246      2 1
    247      1 1
    247      2 1
    248      1 1
    248      2 1
    249      1 1
    249      2 1
    250      1 1
    250      2 1
    251      1 1
    251      2 1
    252      1 1
    252      2 1
    253      1 1
    253      2 1
    254      1 1
    254      2 1
    255      1 1
    255      2 1
    256      1 1
    256      2 1
    257      1 1
    257      2 1
    258      1 1
    258      2 1
    259      1 1
    259      2 1
    260      1 1
    260      2 1
    261      1 1
    261      2 1
    262      1 1
    262      2 1
    263      1 1
    263      2 1
    264      1 1
    264      2 1
    265      1 1
    265      2 1
    266      1 1
    266      2 1
    267      1 1
    267      2 1
    268      1 1
    268      2 1
    269      1 1
    269      2 1
    270      1 1
    270      2 1
    271      1 1
    271      2 1
    272      1 1
    272      2 1
    273      1 1
    273      2 1
    274      1 1
    274      2 1
    275      1 1
    275      2 1
    276      1 1
    276      2 1
    277      1 1
    277      2 1
    278      1 1
    278      2 1
    279      1 1
    279      2 1
    280      1 1
    280      2 1
    281      1 1
    281      2 1
    282      1 1
    282      2 1
    283      1 1
    283      2 1
    284      1 1
    284      2 1
    285      1 1
    285      2 1
    286      1 1
    286      2 1
    287      1 1
    287      2 1
    288      1 1
    288      2 1
    289      1 1
    289      2 1
    290      1 1
    290      2 1
    291      1 1
    291      2 1
    292      1 1
    292      2 1
    293      1 1
    293      2 1
    294      1 1
    294      2 1
    295      1 1
    295      2 1
    296      1 1
    296      2 1
    297      1 1
    297      2 1
    298      1 1
    298      2 1
    299      1 1
    299      2 1
    300      1 1
    300      2 1
    301      1 1
    301      2 1
    302      1 1
    302      2 1
    303      1 1
    303      2 1
    304      1 1
    304      2 1
    305      1 1
    305      2 1
    306      1 1
    306      2 1
    307      1 1
    307      2 1
    308      1 1
    308      2 1
    309      1 1
    309      2 1
    310      1 1
    310      2 1
    311      1 1
    311      2 1
    312      1 1
    312      2 1
    313      1 1
    313      2 1
    314      1 1
    314      2 1
    315      1 1
    315      2 1
    316      1 1
    316      2 1
    317      1 1
    317      2 1
    318      1 1
    318      2 1
    319      1 1
    319      2 1
    320      1 1
    320      2 1
    321      1 1
    321      2 1
    322      1 1
    322      2 1
    323      1 1
    323      2 1
    324      1 1
    324      2 1
    325      1 1
    325      2 1
    326      1 1
    326      2 1
    327      1 1
    327      2 1
    328      1 1
    328      2 1
    329      1 1
    329      2 1
    330      1 1
    330      2 1
    331      1 1
    331      2 1
    332      1 1
    332      2 1
    333      1 1
    333      2 1
    334      1 1
    334      2 1
    335      1 1
    335      2 1
    336      1 1
    336      2 1
    337      1 1
    337      2 1
    338      1 1
    338      2 1
    339      1 1
    339      2 1
    340      1 1
    340      2 1
    341      1 1
    341      2 1
    342      1 1
    342      2 1
    343      1 1
    343      2 1
    344      1 1
    344      2 1
    345      1 1
    345      2 1
    346      1 1
    346      2 1
    347      1 1
    347      2 1
    348      1 1
    348      2 1
    349      1 1
    349      2 1
    350      1 1
    350      2 1
    351      1 1
    351      2 1
    352      1 1
    352      2 1
    353      1 1
    353      2 1
    354      1 1
    354      2 1
    355      1 1
    355      2 1
    356      1 1
    356      2 1
    357      1 1
    357      2 1
    358      1 1
    358      2 1
    359      1 1
    359      2 1
    360      1 1
    360      2 1
    361      1 1
    361      2 1
    362      1 1
    362      2 1
    363      1 1
    363      2 1
    364      1 1
    364      2 1
    365      1 1
    365      2 1
    366      1 1
    366      2 1
    367      1 1
    367      2 1
    368      1 1
    368      2 1
    369      1 1
    369      2 1
    370      1 1
    370      2 1
    371      1 1
    371      2 1
    372      1 1
    372      2 1
    373      1 1
    373      2 1
    374      1 1
    374      2 1
    375      1 1
    375      2 1
    376      1 1
    376      2 1
    377      1 1
    377      2 1
    378      1 1
    378      2 1
    379      1 1
    379      2 1
    380      1 1
    380      2 1
    381      1 1
    381      2 1
    382      1 1
    382      2 1
    383      1 1
    383      2 1
    384      1 1
    384      2 1
    385      1 1
    385      2 1
    386      1 1
    386      2 1
    387      1 1
    387      2 1
    388      1 1
    388      2 1
    389      1 1
    389      2 1
    390      1 1
    390      2 1
    391      1 1
    391      2 1
    392      1 1
    392      2 1
    393      1 1
    393      2 1
    394      1 1
    394      2 1
    395      1 1
    395      2 1
    396      1 1
    396      2 1
    397      1 1
    397      2 1
    398      1 1
    398      2 1
    399      1 1
    399      2 1
    400      1 1
    400      2 1
    401      1 1
    401      2 1
    402      1 1
    402      2 1
    403      1 1
    403      2 1
    404      1 1
    404      2 1
    405      1 1
    405      2 1
    406      1 1
    406      2 1
    407      1 1
    407      2 1
    408      1 1
    408      2 1
    409      1 1
    409      2 1
    410      1 1
    410      2 1
    411      1 1
    411      2 1
    412      1 1
    412      2 1
    413      1 1
    413      2 1
    414      1 1
    414      2 1
    415      1 1
    415      2 1
    416      1 1
    416      2 1
    417      1 1
    417      2 1
    418      1 1
    418      2 1
    419      1 1
    419      2 1
    420      1 1
    420      2 1
    421      1 1
    421      2 1
    422      1 1
    422      2 1
    423      1 1
    423      2 1
    424      1 1
    424      2 1
    425      1 1
    425      2 1
    426      1 1
    426      2 1
    427      1 1
    427      2 1
    428      1 1
    428      2 1
    429      1 1
    429      2 1
    430      1 1
    430      2 1
    431      1 1
    431      2 1
    432      1 1
    432      2 1
    433      1 1
    433      2 1
    434      1 1
    434      2 1
    435      1 1
    435      2 1
    436      1 1
    436      2 1
    437      1 1
    437      2 1
    438      1 1
    438      2 1
    439      1 1
    439      2 1
    440      1 1
    440      2 1
    441      1 1
    441      2 1
    442      1 1
    442      2 1
    443      1 1
    443      2 1
    444      1 1
    444      2 1
    445      1 1
    445      2 1
    446      1 1
    446      2 1
    447      1 1
    447      2 1
    448      1 1
    448      2 1
    449      1 1
    449      2 1
    450      1 1
    450      2 1
    451      1 1
    451      2 1
    452      1 1
    452      2 1
    453      1 1
    453      2 1
    454      1 1
    454      2 1
    455      1 1
    455      2 1
    456      1 1
    456      2 1
    457      1 1
    457      2 1
    458      1 1
    458      2 1
    459      1 1
    459      2 1
    460      1 1
    460      2 1
    461      1 1
    461      2 1
    462      1 1
    462      2 1
    463      1 1
    463      2 1
    464      1 1
    464      2 1
    465      1 1
    465      2 1
    466      1 1
    466      2 1
    467      1 1
    467      2 1
    468      1 1
    468      2 1
    469      1 1
    469      2 1
    470      1 1
    470      2 1
    471      1 1
    471      2 1
    472      1 1
    472      2 1
    473      1 1
    473      2 1
    474      1 1
    474      2 1
    475      1 1
    475      2 1
    476      1 1
    476      2 1
    477      1 1
    477      2 1
    478      1 1
    478      2 1
    479      1 1
    479      2 1
    480      1 1
    480      2 1
    481      1 1
    481      2 1
    482      1 1
    482      2 1
    483      1 1
    483      2 1
    484      1 1
    484      2 1
    485      1 1
    485      2 1
    486      1 1
    486      2 1
    487      1 1
    487      2 1
    488      1 1
    488      2 1
    489      1 1
    489      2 1
    490      1 1
    490      2 1
    491      1 1
    491      2 1
    492      1 1
    492      2 1
    493      1 1
    493      2 1
    494      1 1
    494      2 1
    495      1 1
    495      2 1
    496      1 1
    496      2 1
    497      1 1
    497      2 1
    498      1 1
    498      2 1
    499      1 1
    499      2 1
    500      1 1
    500      2 1
    501      1 1
    501      2 1
    502      1 1
    502      2 1
    503      1 1
    503      2 1
    504      1 1
    504      2 1
    505      1 1
    505      2 1
    506      1 1
    506      2 1
    507      1 1
    507      2 1
    508      1 1
    508      2 1
    509      1 1
    509      2 1
    510      1 1
    510      2 1
    511      1 1
    511      2 1
    512      1 1
    512      2 1
    513      1 1
    513      2 1
    514      1 1
    514      2 1
    515      1 1
    515      2 1
    516      1 1
    516      2 1
    517      1 1
    517      2 1
    518      1 1
    518      2 1
    519      1 1
    519      2 1
    520      1 1
    520      2 1
    521      1 1
    521      2 1
    522      1 1
    522      2 1
    523      1 1
    523      2 1
    524      1 1
    524      2 1
    525      1 1
    525      2 1
    526      1 1
    526      2 1
    527      1 1
    527      2 1
    528      1 1
    528      2 1
    529      1 1
    529      2 1
    530      1 1
    530      2 1
    531      1 1
    531      2 1
    532      1 1
    532      2 1
    533      1 1
    533      2 1
    534      1 1
    534      2 1
    535      1 1
    535      2 1
    536      1 1
    536      2 1
    537      1 1
    537      2 1
    538      1 1
    538      2 1
    539      1 1
    539      2 1
    540      1 1
    540      2 1
    541      1 1
    541      2 1
    542      1 1
    542      2 1
    543      1 1
    543      2 1
    544      1 1
    544      2 1
    545      1 1
    545      2 1
    546      1 1
    546      2 1
    547      1 1
    547      2 1
    548      1 1
    548      2 1
    549      1 1
    549      2 1
    550      1 1
    550      2 1
    551      1 1
    551      2 1
    552      1 1
    552      2 1
    553      1 1
    553      2 1
    554      1 1
    554      2 1
    555      1 1
    555      2 1
    556      1 1
    556      2 1
    557      1 1
    557      2 1
    558      1 1
    558      2 1
    559      1 1
    559      2 1
    560      1 1
    560      2 1
    561      1 1
    561      2 1
    562      1 1
    562      2 1
    563      1 1
    563      2 1
    564      1 1
    564      2 1
    565      1 1
    565      2 1
    566      1 1
    566      2 1
    567      1 1
    567      2 1
    568      1 1
    568      2 1
    569      1 1
    569      2 1
    570      1 1
    570      2 1
    571      1 1
    571      2 1
    572      1 1
    572      2 1
    573      1 1
    573      2 1
    574      1 1
    574      2 1
    575      1 1
    575      2 1
    576      1 1
    576      2 1
    577      1 1
    577      2 1
    578      1 1
    578      2 1
    579      1 1
    579      2 1
    580      1 1
    580      2 1
    581      1 1
    581      2 1
    582      1 1
    582      2 1
    583      1 1
    583      2 1
    584      1 1
    584      2 1
    585      1 1
    585      2 1
    586      1 1
    586      2 1
    587      1 1
    587      2 1
    588      1 1
    588      2 1
    589      1 1
    589      2 1
    590      1 1
    590      2 1
    591      1 1
    591      2 1
    592      1 1
    592      2 1
    593      1 1
    593      2 1
    594      1 1
    594      2 1
    595      1 1
    595      2 1
    596      1 1
    596      2 1
    597      1 1
    597      2 1
    598      1 1
    598      2 1
    599      1 1
    599      2 1
    600      1 1
    600      2 1
    601      1 1
    601      2 1
    602      1 1
    602      2 1
    603      1 1
    603      2 1
    604      1 1
    604      2 1
    605      1 1
    605      2 1
    606      1 1
    606      2 1
    607      1 1
    607      2 1
    608      1 1
    608      2 1
    609      1 1
    609      2 1
    610      1 1
    610      2 1
    611      1 1
    611      2 1
    612      1 1
    612      2 1
    613      1 1
    613      2 1
    614      1 1
    614      2 1
    615      1 1
    615      2 1
    616      1 1
    616      2 1
    617      1 1
    617      2 1
    618      1 1
    618      2 1
    619      1 1
    619      2 1
    620      1 1
    620      2 1
    621      1 1
    621      2 1
    622      1 1
    622      2 1
    623      1 1
    623      2 1
    624      1 1
    624      2 1
    625      1 1
    625      2 1
    626      1 1
    626      2 1
    627      1 1
    627      2 1
    628      1 1
    628      2 1
    629      1 1
    629      2 1
    630      1 1
    630      2 1
    631      1 1
    631      2 1
    632      1 1
    632      2 1
    633      1 1
    633      2 1
    634      1 1
    634      2 1
    635      1 1
    635      2 1
    636      1 1
    636      2 1
    637      1 1
    637      2 1
    638      1 1
    638      2 1
    639      1 1
    639      2 1
    640      1 1
    640      2 1
    641      1 1
    641      2 1
    642      1 1
    642      2 1
    643      1 1
    643      2 1
    644      1 1
    644      2 1
    645      1 1
    645      2 1
    646      1 1
    646      2 1
    647      1 1
    647      2 1
    648      1 1
    648      2 1
    649      1 1
    649      2 1
    650      1 1
    650      2 1
    651      1 1
    651      2 1
    652      1 1
    652      2 1
    653      1 1
    653      2 1
    654      1 1
    654      2 1
    655      1 1
    655      2 1
    656      1 1
    656      2 1
    657      1 1
    657      2 1
    658      1 1
    658      2 1
    659      1 1
    659      2 1
    660      1 1
    660      2 1
    661      1 1
    661      2 1
    662      1 1
    662      2 1
    663      1 1
    663      2 1
    664      1 1
    664      2 1
    665      1 1
    665      2 1
    666      1 1
    666      2 1
    667      1 1
    667      2 1
    668      1 1
    668      2 1
    669      1 1
    669      2 1
    670      1 1
    670      2 1
    671      1 1
    671      2 1
    672      1 1
    672      2 1
    673      1 1
    673      2 1
    674      1 1
    674      2 1
    675      1 1
    675      2 1
    676      1 1
    676      2 1
    677      1 1
    677      2 1
    678      1 1
    678      2 1
    679      1 1
    679      2 1
    680      1 1
    680      2 1
    681      1 1
    681      2 1
    682      1 1
    682      2 1
    683      1 1
    683      2 1
    684      1 1
    684      2 1
    685      1 1
    685      2 1
    686      1 1
    686      2 1
    687      1 1
    687      2 1
    688      1 1
    688      2 1
    689      1 1
    689      2 1
    690      1 1
    690      2 1
    691      1 1
    691      2 1
    692      1 1
    692      2 1
    693      1 1
    693      2 1
    694      1 1
    694      2 1
    695      1 1
    695      2 1
    696      1 1
    696      2 1
    697      1 1
    697      2 1
    698      1 1
    698      2 1
    699      1 1
    699      2 1
    700      1 1
    700      2 1
    701      1 1
    701      2 1
    702      1 1
    702      2 1
    703      1 1
    703      2 1
    704      1 1
    704      2 1
    705      1 1
    705      2 1
    706      1 1
    706      2 1
    707      1 1
    707      2 1
    708      1 1
    708      2 1
    709      1 1
    709      2 1
    710      1 1
    710      2 1
    711      1 1
    711      2 1
    712      1 1
    712      2 1
    713      1 1
    713      2 1
    714      1 1
    714      2 1
    715      1 1
    715      2 1
    716      1 1
    716      2 1
    717      1 1
    717      2 1
    718      1 1
    718      2 1
    719      1 1
    719      2 1
    720      1 1
    720      2 1
    721      1 1
    721      2 1
    722      1 1
    722      2 1
    723      1 1
    723      2 1
    724      1 1
    724      2 1
    725      1 1
    725      2 1
    726      1 1
    726      2 1
    727      1 1
    727      2 1
    728      1 1
    728      2 1
    729      1 1
    729      2 1
    730      1 1
    730      2 1
    731      1 1
    731      2 1
    732      1 1
    732      2 1
    733      1 1
    733      2 1
    734      1 1
    734      2 1
    735      1 1
    735      2 1
    736      1 1
    736      2 1
    737      1 1
    737      2 1
    738      1 1
    738      2 1
    739      1 1
    739      2 1
    740      1 1
    740      2 1
    741      1 1
    741      2 1
    742      1 1
    742      2 1
    743      1 1
    743      2 1
    744      1 1
    744      2 1
    745      1 1
    745      2 1
    746      1 1
    746      2 1
    747      1 1
    747      2 1
    748      1 1
    748      2 1
    749      1 1
    749      2 1
    750      1 1
    750      2 1
    751      1 1
    751      2 1
    752      1 1
    752      2 1
    753      1 1
    753      2 1
    754      1 1
    754      2 1
    755      1 1
    755      2 1
    756      1 1
    756      2 1
    757      1 1
    757      2 1
    758      1 1
    758      2 1
    759      1 1
    759      2 1
    760      1 1
    760      2 1
    761      1 1
    761      2 1
    762      1 1
    762      2 1
    763      1 1
    763      2 1
    764      1 1
    764      2 1
    765      1 1
    765      2 1
    766      1 1
    766      2 1
    767      1 1
    767      2 1
    768      1 1
    768      2 1
    769      1 1
    769      2 1
    770      1 1
    770      2 1
    771      1 1
    771      2 1
    772      1 1
    772      2 1
    773      1 1
    773      2 1
    774      1 1
    774      2 1
    775      1 1
    775      2 1
    776      1 1
    776      2 1
    777      1 1
    777      2 1
    778      1 1
    778      2 1
    779      1 1
    779      2 1
    780      1 1
    780      2 1
    781      1 1
    781      2 1
    782      1 1
    782      2 1
    783      1 1
    783      2 1
    784      1 1
    784      2 1
    785      1 1
    785      2 1
    786      1 1
    786      2 1
    787      1 1
    787      2 1
    788      1 1
    788      2 1
    789      1 1
    789      2 1
    790      1 1
    790      2 1
    791      1 1
    791      2 1
    792      1 1
    792      2 1
    793      1 1
    793      2 1
    794      1 1
    794      2 1
    795      1 1
    795      2 0
    796      1 1
    796      2 0
    797      1 1
    797      2 0
    798      1 1
    798      2 0
    799      1 1
    799      2 0
    800      1 1
    800      2 0
    801      1 1
    801      2 0
    802      1 1
    802      2 0
    803      1 1
    803      2 0
    804      1 1
    804      2 0
    805      1 1
    805      2 0
    806      1 1
    806      2 0
    807      1 1
    807      2 0
    808      1 1
    808      2 0
    809      1 1
    809      2 0
    810      1 1
    810      2 0
    811      1 1
    811      2 0
    812      1 1
    812      2 0
    813      1 1
    813      2 0
    814      1 1
    814      2 0
    815      1 1
    815      2 0
    816      1 1
    816      2 0
    817      1 1
    817      2 0
    818      1 1
    818      2 0
    819      1 1
    819      2 0
    820      1 1
    820      2 0
    821      1 1
    821      2 0
    822      1 1
    822      2 0
    823      1 1
    823      2 0
    824      1 1
    824      2 0
    825      1 1
    825      2 0
    826      1 1
    826      2 0
    827      1 1
    827      2 0
    828      1 1
    828      2 0
    829      1 1
    829      2 0
    830      1 1
    830      2 0
    831      1 1
    831      2 0
    832      1 1
    832      2 0
    833      1 1
    833      2 0
    834      1 1
    834      2 0
    835      1 1
    835      2 0
    836      1 1
    836      2 0
    837      1 1
    837      2 0
    838      1 1
    838      2 0
    839      1 1
    839      2 0
    840      1 1
    840      2 0
    841      1 1
    841      2 0
    842      1 1
    842      2 0
    843      1 1
    843      2 0
    844      1 1
    844      2 0
    845      1 1
    845      2 0
    846      1 1
    846      2 0
    847      1 1
    847      2 0
    848      1 1
    848      2 0
    849      1 1
    849      2 0
    850      1 1
    850      2 0
    851      1 1
    851      2 0
    852      1 1
    852      2 0
    853      1 1
    853      2 0
    854      1 1
    854      2 0
    855      1 1
    855      2 0
    856      1 1
    856      2 0
    857      1 1
    857      2 0
    858      1 1
    858      2 0
    859      1 1
    859      2 0
    860      1 1
    860      2 0
    861      1 1
    861      2 0
    862      1 1
    862      2 0
    863      1 1
    863      2 0
    864      1 1
    864      2 0
    865      1 1
    865      2 0
    866      1 1
    866      2 0
    867      1 1
    867      2 0
    868      1 1
    868      2 0
    869      1 1
    869      2 0
    870      1 1
    870      2 0
    871      1 1
    871      2 0
    872      1 1
    872      2 0
    873      1 1
    873      2 0
    874      1 1
    874      2 0
    875      1 1
    875      2 0
    876      1 1
    876      2 0
    877      1 1
    877      2 0
    878      1 1
    878      2 0
    879      1 1
    879      2 0
    880      1 1
    880      2 0
    881      1 1
    881      2 0
    882      1 1
    882      2 0
    883      1 1
    883      2 0
    884      1 1
    884      2 0
    885      1 1
    885      2 0
    886      1 1
    886      2 0
    887      1 1
    887      2 0
    888      1 1
    888      2 0
    889      1 1
    889      2 0
    890      1 1
    890      2 0
    891      1 1
    891      2 0
    892      1 1
    892      2 0
    893      1 1
    893      2 0
    894      1 1
    894      2 0
    895      1 1
    895      2 0
    896      1 1
    896      2 0
    897      1 1
    897      2 0
    898      1 1
    898      2 0
    899      1 1
    899      2 0
    900      1 1
    900      2 0
    901      1 1
    901      2 0
    902      1 1
    902      2 0
    903      1 1
    903      2 0
    904      1 1
    904      2 0
    905      1 1
    905      2 0
    906      1 1
    906      2 0
    907      1 1
    907      2 0
    908      1 1
    908      2 0
    909      1 1
    909      2 0
    910      1 1
    910      2 0
    911      1 1
    911      2 0
    912      1 1
    912      2 0
    913      1 1
    913      2 0
    914      1 1
    914      2 0
    915      1 1
    915      2 0
    916      1 1
    916      2 0
    917      1 1
    917      2 0
    918      1 1
    918      2 0
    919      1 1
    919      2 0
    920      1 1
    920      2 0
    921      1 1
    921      2 0
    922      1 1
    922      2 0
    923      1 1
    923      2 0
    924      1 1
    924      2 0
    925      1 1
    925      2 0
    926      1 1
    926      2 0
    927      1 1
    927      2 0
    928      1 1
    928      2 0
    929      1 1
    929      2 0
    930      1 1
    930      2 0
    931      1 1
    931      2 0
    932      1 1
    932      2 0
    933      1 1
    933      2 0
    934      1 1
    934      2 0
    935      1 1
    935      2 0
    936      1 1
    936      2 0
    937      1 1
    937      2 0
    938      1 1
    938      2 0
    939      1 1
    939      2 0
    940      1 1
    940      2 0
    941      1 1
    941      2 0
    942      1 1
    942      2 0
    943      1 1
    943      2 0
    944      1 1
    944      2 0
    945      1 0
    945      2 1
    946      1 0
    946      2 1
    947      1 0
    947      2 1
    948      1 0
    948      2 1
    949      1 0
    949      2 1
    950      1 0
    950      2 1
    951      1 0
    951      2 1
    952      1 0
    952      2 1
    953      1 0
    953      2 1
    954      1 0
    954      2 1
    955      1 0
    955      2 1
    956      1 0
    956      2 1
    957      1 0
    957      2 1
    958      1 0
    958      2 1
    959      1 0
    959      2 1
    960      1 0
    960      2 1
    961      1 0
    961      2 1
    962      1 0
    962      2 1
    963      1 0
    963      2 1
    964      1 0
    964      2 1
    965      1 0
    965      2 1
    966      1 0
    966      2 1
    967      1 0
    967      2 1
    968      1 0
    968      2 1
    969      1 0
    969      2 1
    970      1 0
    970      2 1
    971      1 0
    971      2 1
    972      1 0
    972      2 1
    973      1 0
    973      2 1
    974      1 0
    974      2 1
    975      1 0
    975      2 1
    976      1 0
    976      2 1
    977      1 0
    977      2 1
    978      1 0
    978      2 1
    979      1 0
    979      2 1
    980      1 0
    980      2 1
    981      1 0
    981      2 1
    982      1 0
    982      2 1
    983      1 0
    983      2 1
    984      1 0
    984      2 1
    985      1 0
    985      2 1
    986      1 0
    986      2 1
    987      1 0
    987      2 1
    988      1 0
    988      2 1
    989      1 0
    989      2 1
    990      1 0
    990      2 1
    991      1 0
    991      2 1
    992      1 0
    992      2 1
    993      1 0
    993      2 1
    994      1 0
    994      2 1
    995      1 0
    995      2 1
    996      1 0
    996      2 1
    997      1 0
    997      2 1
    998      1 0
    998      2 1
    999      1 0
    999      2 1
